comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен,id,original_rating,selection_score
спасибо большое за оперативность))),0,0,0,0,0,3914595,5,12.3
Вот теперь все данные правильно внесены. Спасибо.,0,0,0,0,0,3914622,5,17.2
Спасибо за оперативную помощь,0,0,0,0,0,3914767,5,10.5
Спасибо! Ключи рабочие,0,0,0,0,0,3914795,5,7.8999999999999995
"Круто , быстро ,спасибо",0,0,0,0,0,3914807,5,8.7
"быстро, эффективно!",0,0,0,0,0,3914918,5,6.800000000000001
Все отлично,0,0,0,0,0,3915041,5,3.9
Спасибо!!!,0,0,0,0,0,3915108,5,3.5
очень оперативно. спасибо,0,0,0,0,0,3915266,5,9.1
Как оперативно! Благодарю!,0,0,0,0,0,3915342,5,9.399999999999999
Быстро среагировали и решили проблему. Спасибо!,0,0,0,0,0,3915543,5,17.3
Быстро сделали.,0,0,0,0,0,3915644,5,5.9
Добрый день! Вопрос решен очень быстро! Благодарю за работу и оперативность),0,0,0,0,0,3916307,5,28.0
Мастер на все руки! Спасибо большое 👍👍👍,0,0,0,0,0,3916525,5,14.299999999999999
Оперативно,0,0,0,0,0,3916678,5,3.7
"да, спасибо. пока не сломали)",0,0,0,0,0,3916845,5,10.4
все очень быстро и качественно сделал сантехник Сергей!,0,0,0,0,0,3917220,5,20.2
Спасибо огромное 🫶🏼,0,0,0,0,0,3917341,5,6.8
"Большое спасибо, очень внимательно и клиентоориентированность на высшем уровне",0,0,0,0,0,3917445,5,26.7
Спасибо большое за оперативное решение,0,0,0,0,0,3917598,5,13.6
спасибо за оперативность,0,0,0,0,0,3918105,5,8.6
"Быстро выявили ошибку в показаниях, и не стала делать в убыток мне . Позвонила мне , уточнила и решила всё. Огромное спасибо Вам . ✈️ меняется в лучшую сторону",0,0,0,0,0,3918118,5,56.79999999999999
Спасибо большое! Выполнили работу быстро и аккуратно!,0,0,0,0,0,3918647,5,19.499999999999996
"Все быстро, качественно, как договорились. Спасибо.",0,0,0,0,0,3918748,5,17.999999999999996
Всё отлично! Спасибо большое!,0,0,0,0,0,3918861,5,10.200000000000001
Самый вежливый работник,0,0,0,0,0,3919084,5,8.4
Четко и я оперативно,0,0,0,0,0,3919087,5,7.699999999999999
Очень быстро!,0,0,0,0,0,3919096,5,5.0
Спасибо за выписки. Счет на эту сумму когда подкрепят в приложение?,0,0,0,0,0,3919099,5,23.799999999999997
"Достаточно быстро, спасибо !",0,0,0,0,0,3919231,5,10.200000000000001
"оперативно устранили, дали консультацию",0,0,0,0,0,3919253,5,13.9
спасибо огромное специалисту за оперативность и профессионализм.,0,0,0,0,0,3919349,5,22.599999999999998
"Напор стал хорошим, спасибо",0,0,0,0,0,3919367,5,9.8
Все отлично! Спасибо за быстрое устранение проблемы),0,0,0,0,0,3919607,5,18.699999999999996
"Оперативно среагировали, пришло большое количество строителей и помогли убрать всю воду.",0,0,0,0,0,3919776,5,30.9
Виталик молодец.,0,0,0,0,0,3919877,5,5.9
"Спасибо большое, что все быстро починили!!! Спасибо за хорошую работу!",0,0,0,0,0,3920112,5,24.400000000000002
Быстро устранили проблему,0,0,0,0,0,3920384,5,9.6
Спасибо Татьяне!) Быстро и понятно все объяснила!),0,0,0,0,0,3920519,5,17.8
Спасибо большое,0,0,0,0,0,3920710,5,5.4
"Вопрос был решен оперативно . Спасибо как сантехнику , так и менеджеру . К сожалению не спросила имена .",0,0,0,0,0,3920898,5,37.6
Выполнено быстро и качественно. Починили перила.,0,0,0,0,0,3920982,5,17.2
Спасибо за оперативно отработанную заявку,0,0,0,0,0,3921006,5,14.499999999999998
Спасибо за оперативную уборку!,0,0,0,0,0,3921012,5,10.8
"спасибо большое, очень быстро и оперативно ,мастер классный , отлично знает свою работу",0,0,0,0,0,3921087,5,31.9
сантехник пришел в течение 20 минут. вежливый. проблему разрешил .,0,0,0,0,0,3921169,5,23.8
спасибо сегодня возвращался домой и запаха не почувствовал,0,0,0,0,0,3921394,5,20.3
Электрик прибежал оперативно и отключил сигнал пожарной тревоги.,0,0,0,0,0,3921414,5,22.5
Большое спасибо! Очень оперативно 👍🏻💕,0,0,0,0,0,3921572,5,13.299999999999999
Все быстро и оперативно. Спасибо,0,0,0,0,0,3921610,5,11.9
Спасибо за прямую связь со специалистом который смог устранить неисправность!,0,0,0,0,0,3921888,5,27.099999999999998
спасибо 🤗,0,0,0,0,0,3921924,5,3.3999999999999995
"днём звонили был занят за рулём извините,,,, вечером пришли домой всё пересмотрели проверили вашу информацию спасибо нам всё понятно всё на каждый вопрос Вы ответили!!! спасибо Вам большое.!!!",0,0,0,0,0,3922048,5,67.19999999999999
Большое спасибо. Все нормально работает.,0,0,0,0,0,3922180,5,13.9
Очень оперативно! всë исправили,0,0,0,0,0,3922350,5,11.5
"Быстро, качествено и оперативно.",0,0,0,0,0,3922395,5,11.9
"Отзвонились, зафиксировали, дежурный электрик молодец 👏🏻",0,0,0,0,0,3922415,5,19.3
всё очень быстро сделали,0,0,0,0,0,3922505,5,9.2
спасибо огромное за быстрое решение моей заявки! 👍,0,0,0,0,0,3922516,5,18.200000000000003
"Электрик пришел, все проверил и нам объяснил все. Спасибо большое!",0,0,0,0,0,3922726,5,23.3
Мастеру Александру спасибо большое!,0,0,0,0,0,3922849,5,12.5
"Вежливые, доброжелательные. Разъяснили, подсказали.",0,0,0,0,0,3922963,5,16.9
Спасибо большое за оперативность! Хорошего дня вам!,0,0,0,0,0,3923075,5,18.299999999999997
Все хорошо ! Быстро пришел мастер сделал все четко .,0,0,0,0,0,3923181,5,19.5
"Самое главное,оперативно.",0,0,0,0,0,3923198,5,8.8
"Сергей Анатольевич, мастер своего дела. Выполнил работу быстро и качественно, спасибо.",0,0,0,0,0,3923395,5,31.3
"Отличный специалист, вопрос решен. Спасибо.",0,0,0,0,0,3923512,5,15.600000000000001
устранили неполадку очень оперативно и качественно. большое спасибо.,0,0,0,0,0,3923554,5,24.4
"Оперативно и быстро,спасибо Сергею!",0,0,0,0,0,3923670,5,12.8
спасибо) вы классные 🥰,0,0,0,0,0,3923717,5,8.1
Спасибо большое 🌹,0,0,0,0,0,3923812,5,6.2
Спасибо большое вам за работу!,0,0,0,0,0,3924205,5,10.9
все быстро и оперативно,0,0,0,0,0,3924313,5,8.7
"Спасибо! Не делайте так больше, или хотя бы заранее предупреждайте о раннем отключении воды, чтоб люди с вечера успели её набрать!!",0,0,0,0,0,3924430,5,46.199999999999996
Приехали быстро. Спасибо!,0,0,0,0,0,3924431,5,9.1
Всё быстро . Работа выполнена,0,0,0,0,0,3924473,5,10.6
"спасибо, отлично",0,0,0,0,0,3924568,5,5.7
спасибо за быструю реакцию!,0,0,0,0,0,3924647,5,9.9
Все супер,0,0,0,0,0,3924661,5,3.3
все отлично.,0,0,0,0,0,3924685,5,4.2
"Спасибо большое мастеру, все починил, объяснил!",0,0,0,0,0,3924911,5,16.700000000000003
спасибо большое всем кто помог решить данную проблему,0,0,0,0,0,3925142,5,19.5
"Спасибо огромное Петрине Оксане Вдадимировне. Из 5 заявок только она смогла правильно ответить на заявку. А остальных можете увольнять ,работают видно для галочки.",0,0,0,0,0,3925271,5,57.0
Спасибо огромное,0,0,0,0,0,3925293,5,5.7
Быстро и четко!)),0,0,0,0,0,3925362,5,6.3999999999999995
замечательный шутро и быстро сделали Молодец 👍,0,0,0,0,0,3925459,5,17.099999999999998
спасибо. решили оперативно!,0,0,0,0,0,3925547,5,10.0
Быстро качественно,0,0,0,0,0,3925566,5,6.8
Спасибо Никита💪,0,0,0,0,0,3925656,5,5.2
Оперативно. Очень вежливый сантехник. Приятно было общаться и получить решение проблемы через 25 минут. Спасибо.,0,0,0,0,0,3925871,5,39.7
Спасибо за оперативность.,0,0,0,0,0,3925996,5,8.9
спасибо за информацию!,0,0,0,0,0,3926222,5,7.7
мастер супер!!!,0,0,0,0,0,3926559,5,5.6000000000000005
спасибо большое за скорость,0,0,0,0,0,3926660,5,9.600000000000001
Спасибо дежурному сантехнику,0,0,0,0,0,3926685,5,9.700000000000001
"оперативно,спасибо",0,0,0,0,0,3926829,5,6.3999999999999995
Сотрудник позвонил и всё понятно объяснил. Спасибо.,0,0,0,0,0,3926847,5,18.099999999999998
Спасибо Вам Татьяна. Хорошего дня 🤝👍😎,0,0,0,0,0,3926885,5,13.400000000000002
спасибо за оперативность!,0,0,0,0,0,3927168,5,8.9
"Сотрудник супер,вежливый и работа выполнена на 5+",0,0,0,0,0,3927330,5,17.4
Спасибо. Очень быстро приняли меры.,0,0,0,0,0,3927378,5,12.9
"отзывчивые менеджеры, всем спасибо за быстроту",0,0,0,0,0,3927621,5,16.7
Очень оперативно! Спасибо большое!!!,0,0,0,0,0,3927735,5,12.799999999999999
Оперативно и четко решен вопрос. Благодарю.,0,0,0,0,0,3927815,5,16.0
Спасибо 👍🏻👍🏻👍🏻,0,0,0,0,0,3927830,5,4.9
"Спасибо,что включили кран",0,0,0,0,0,3927965,5,8.8
Лучший специалист! Спасибо,0,0,0,0,0,3928090,5,9.399999999999999
спасибо большое за помощь!Мария решила быстро вопрос.Настоящий специалист.,0,0,0,0,0,3928192,5,26.5
"Супер, спасибо !",0,0,0,0,0,3928281,5,5.8999999999999995
"все прошло быстро,спасибо сотруднику.",0,0,0,0,0,3928288,5,13.4
"Благодаря помощи Анастасии, быстро всё решили. Отличная, оперативная работа",0,0,0,0,0,3928290,5,26.9
Быстро и оперативно спасибо мастеру,0,0,0,0,0,3928297,5,13.299999999999999
Спасибо за вашу работу!,0,0,0,0,0,3928345,5,8.4
Все устранили в короткие сроки. Молодцы,0,0,0,0,0,3928349,5,14.0
"быстро, качественно, без лишних вопросов и нюансов",0,0,0,0,0,3928497,5,18.299999999999997
"оперативно, качественно! спасибо!",0,0,0,0,0,3928714,5,11.8
спасибо за быстрое решение вопроса!,0,0,0,0,0,3928888,5,13.0
Спасибо за вашу работу,0,0,0,0,0,3928911,5,8.1
очень оперативно. спасибо,0,0,0,0,0,3929011,5,9.1
Мгновенно. Спасибо,0,0,0,0,0,3929431,5,6.6
"Оказалось, что это не авария, а нюансы системы водоснабжения и отопления. Всё подробно объяснили, спасибо!)",0,0,0,0,0,3929549,5,37.0
"Спасибо. Отличная работа, прекрасный коллектив",0,0,0,0,0,3929557,5,15.9
Спасибо) Оперативно устранили проблему.,0,0,0,0,0,3929624,5,14.299999999999999
быстро понятно спасибо,0,0,0,0,0,3929881,5,8.2
Спасибо за проявленное участие и инциативу.,0,0,0,0,0,3929918,4,15.0
Хоть на заявки быстро отреагировали,0,0,0,0,0,3929997,5,12.4
Спасибо большое за оперативное реагирование и устранение неисправностей!,0,0,0,0,0,3930202,5,24.8
Большое спасибо за оперативность решения вопроса!,0,0,0,0,0,3930255,5,17.599999999999998
"Электрик быстро пришёл и всё устранил! Спасибо, очень доволен работой!",0,0,0,0,0,3930751,5,25.299999999999997
"Спасибо за оперативность, желательно проверить и другие столбы освещения",0,0,0,0,0,3930767,5,25.2
супер оперативно,0,0,0,0,0,3930838,5,5.9
быстро умтранили,0,0,0,0,0,3930866,5,5.9
Оперативно и качественно мастер решил проблему! Огромное спасибо ему.,0,0,0,0,0,3930927,5,25.7
"Быстро исправили, спасибо!",0,0,0,0,0,3931016,5,9.7
Супер!!!!,0,0,0,0,0,3931178,5,3.1
"Оперативно, аккуратно, в удобное время.",0,0,0,0,0,3932129,5,14.1
"Быстро обработали заявку, спасибо за оперативность",0,0,0,0,0,3932312,5,17.9
Спасибо большое.,0,0,0,0,0,3932338,5,5.7
"Молодцы, спасибо",0,0,0,0,0,3932459,5,5.7
Всё сделали отлично,0,0,0,0,0,3932495,5,7.000000000000001
Хороший мастер сделал всё быстро,0,0,0,0,0,3932575,5,12.3
"Мастер пришел на следующий день и ответил на все вопросы, выдал рекомендации по устранению проблемы. Спасибо!",0,0,0,0,0,3932946,5,38.9
Все сделали очень быстро! Спасибо большое!,0,0,0,0,0,3932950,5,15.500000000000002
"При личном общении были решены все вопросы, полное взаимопонимание, отлично выполненная работа...",0,0,0,0,0,3932971,5,33.8
супер оперативно,0,0,0,0,0,3933004,5,5.9
Всё супер,0,0,0,0,0,3933019,5,3.3
"Спасибо, всё оперативно сделано!",0,0,0,0,0,3933123,5,11.4
"спасибо,отреагировали очень быстро!",0,0,0,0,0,3933159,5,12.299999999999999
"очень быстро отреагировали..посмотрим ,как дальше будет..",0,0,0,0,0,3933243,5,19.799999999999997
"Здравствуйте. Спасибо Геннадию за работу. Все проверил и решил работу. Просьба если ранее вопрос не решен, то не закрывать заявки просто так, а передавать информацию специалистам в указанной сфере.",0,0,0,0,0,3933289,5,68.9
"Благодарю за оперативное решение. Ответственный сотрудник держал меня в курсе выполнения заявки,за что ему отдельное спасибо.Очень клиентоориентированный подход! Спасибо!",0,0,0,0,0,3933331,5,58.8
спасибо! очень оперативно! 5+,0,0,0,0,0,3933373,5,10.5
"Вауу, супер спасибо",0,0,0,0,0,3933799,5,7.000000000000001
Наконец то. Спасибо.,0,0,0,0,0,3933980,5,7.1000000000000005
"Огромное спасибо, очень помогли! Быстро и профессионально!",0,0,0,0,0,3934049,5,20.699999999999996
"все нормально, спасибо",0,0,0,0,0,3934120,5,7.7
"Спасибо огромное Татьяне, вопрос решился очень оперативно и четко.",0,0,0,0,0,3934243,5,24.2
Большое спасибо мастеру 👍,0,0,0,0,0,3934321,5,9.3
"Спасибо оператору, деж. (аварийной) смене за оперативную работу!!!",0,0,0,0,0,3934485,5,23.200000000000003
"Отреагировали оперативно, проблему решили и исправили по звонку телефона!",0,0,0,0,0,3934549,5,26.299999999999997
Ольга Птушкина очень быстро и грамотно решила наш вопрос .Большое спасибо !!!,0,0,0,0,0,3934613,5,28.3
Спасибо за обратную связь!,0,0,0,0,0,3934650,5,9.3
очень оперативно внесли данные по поверке,0,0,0,0,0,3934651,5,14.8
"Спасибо Вам большое, быстро среагировали",0,0,0,0,0,3934695,5,14.4
"Сантехник очень быстро отключил воду, а сварщик очень быстро и качественно устранил проблему вновь, надеюсь, больше не увидимся",0,0,0,0,0,3934913,5,45.50000000000001
Быстро среагировали,0,0,0,0,0,3934970,5,6.800000000000001
Спасибо за оперативность,0,0,0,0,0,3935029,5,8.6
"Все сделали в течении часа, спасибо.",0,0,0,0,0,3935103,5,13.199999999999998
"Спасибо, большое!",0,0,0,0,0,3935129,5,6.0
Большое спасибо я! Оперативно все сделали!,0,0,0,0,0,3935268,5,15.500000000000002
Спасибо за фотоотчет,0,0,0,0,0,3935291,5,7.1000000000000005
"Спасибо большое, свет сделали",0,0,0,0,0,3935478,5,10.7
Быстро отреагировали. Пятерка!👍 Спасибо.,0,0,0,0,0,3935483,5,14.0
Спасибо,0,0,0,0,0,3935546,5,2.6
спасибо!!,0,0,0,0,0,3935593,5,3.1999999999999997
отличный сантехник. спасибо за работу!,0,0,0,0,0,3935602,5,13.3
Оперативно исправили неполадку. Спасибо!,0,0,0,0,0,3935801,5,14.3
Супер! Спасибо большое!,0,0,0,0,0,3935906,5,8.200000000000001
"спасибо, быстро и качественно",0,0,0,0,0,3936172,5,10.8
"Татьяна - супер сотрудник, оперативно решает все вопросы, касательно аренды парковочного места в Пригороде Лесном. Татьяна максимально ответственный и отзывчивый человек! Лучший сотрудник в Управляющей компании, по моему личному мнению!",0,0,0,0,0,3936198,5,81.89999999999999
Реагировали быстро отключили сигнализацию пожарный тревоги. Спасибо огромное!,0,0,0,0,0,3936258,5,26.7
спасибо что проверили ! пеекрасная работа!,0,0,0,0,0,3936309,5,14.7
Спасибо! Оперативно!,0,0,0,0,0,3936353,5,7.2
спасибо за быстрое устранение проблемы,0,0,0,0,0,3936508,5,13.9
"Здравствуйте! Большое спасибо дежурному диспетчеру-перезвонил в течение 5 минут от подачи заявки. Благодарю за сотрудничество! С уважением, Ю. П.",0,0,0,0,0,3936546,5,49.9
"Четко и понятно, спасибо",0,0,0,0,0,3936571,5,8.700000000000001
"Спасибо, оператор умничка",0,0,0,0,0,3936715,5,8.8
быстро,0,0,0,0,0,3936736,5,2.4999999999999996
Спасибо большое. Проблему мастер решил быстро и качественно 👍!!!,0,0,0,0,0,3936835,5,24.0
"Спасибо, Валерию! Все исправил, теперь дома тишина и спокойствие☺️",0,0,0,0,0,3936898,5,23.200000000000003
"Спасибо , оперативно и качественно",0,0,0,0,0,3937078,5,12.5
"специалисты приехали быстро, спустили грузовой застрявший лифт на 1 этаж, освободили человека. большое спасибо",0,0,0,0,0,3937325,5,38.9
"Ольга, большое спасибо. Хорошего дня.",0,0,0,0,0,3937478,5,13.200000000000001
отлично,0,0,0,0,0,3937646,5,2.5000000000000004
большое спасибо!,0,0,0,0,0,3937780,5,5.7
"Все, решили оперативно",0,0,0,0,0,3937869,5,8.2
спасибо большое за оперативность 🤝,0,0,0,0,0,3937942,5,12.2
"Работы непосредственно по замене сливной фурнитуры ванны выполнены быстро и качественно. А вот согласование работ - процесс бесконечный, к сожалению и не в пользу собственника. Хорошо, что удалось достичь консенсуса.",0,0,0,0,0,3938059,5,75.19999999999999
Оперативно! Спасибо,0,0,0,0,0,3938404,5,6.9
"Устранили быстро. Хотелось бы заметить в целом недостатки крепления как в проектировании, когда в металлическую дверь доводчики крепятся обычными саморезами. По кол-ву дырок от старых мест видно, что сама по себе методика крепления не продумана. Саморез в металл - слабо живущее решение, с недолгим жизненным циклом.",0,0,0,0,0,3938452,4,109.6
очень быстро ответили,0,0,0,0,0,3938472,5,7.8
"Мастер достаточно быстро решил наш вопрос. Надо было повернуть направление регулятора температуры на батарее отопления в другую сторону. После выполнения работы аккуратно все протер,что приятно. Большое спасибо!",0,0,0,0,0,3938558,5,74.9
Все оперативно и качественно!,0,0,0,0,0,3938590,5,10.5
Все было сделано быстро и профессионально,0,0,0,0,0,3938597,5,14.9
Очень быстро! Оперативно ответили! Спасибо!!!,0,0,0,0,0,3938725,5,16.2
Спасибо мастерам за оперативность !!!,0,0,0,0,0,3938879,5,13.4
Спасибо за работу 🤝,0,0,0,0,0,3938886,5,7.0
Спасибо что быстро ответили👍,0,0,0,0,0,3938894,5,10.0
спасибо большое вам за качественную работу.,0,0,0,0,0,3939087,5,15.500000000000002
Спасибо Вам за понимание 👍,0,0,0,0,0,3939089,5,9.5
Оперативно. Спасибо,0,0,0,0,0,3939121,5,6.9
всё отлично,0,0,0,0,0,3939143,5,3.9
"оперативно сделали, спасибо",0,0,0,0,0,3939350,5,10.0
Быстро и четко)спасибо,0,0,0,0,0,3939447,5,8.2
Спасибо большое за уборку!,0,0,0,0,0,3939683,5,9.3
"молодцы, даже нашли время проконсультировать",0,0,0,0,0,3939792,5,15.0
Молодцы большое спасибо Оксана!,0,0,0,0,0,3939998,5,11.0
спасибо. быстро и качественно,0,0,0,0,0,3940060,5,10.8
супер! спасибо,0,0,0,0,0,3940089,5,5.1000000000000005
"супер, теперь кнопка светится",0,0,0,0,0,3940096,5,10.3
очень оперативно! спасибо огромное!,0,0,0,0,0,3940214,5,12.5
"Пришли,, окна подкрутили. Быстро.",0,0,0,0,0,3940375,5,11.800000000000002
"спасибо что поставили, теперь ждем отопления чтоб понять работает или нет.",0,0,0,0,0,3940395,5,26.099999999999998
спасибо Вам за работу,0,0,0,0,0,3940684,5,7.8
"быстро, для подъезда вполне хорошо)",0,0,0,0,0,3940717,5,12.600000000000001
Спасибо. Все понятно и благодушно разъяснили.,0,0,0,0,0,3940757,5,15.600000000000001
Быстро устранили👍🏻,0,0,0,0,0,3940842,5,6.6
"Мастер все сделал быстро. Все отлично, работой довольна",0,0,0,0,0,3940861,5,19.999999999999996
Спасибо за оперативную обратную связь 🫶,0,0,0,0,0,3940903,5,14.1
спасибо за грамотного специалиста!,0,0,0,0,0,3940995,5,12.0
"Большое спасибо, всё сделали",0,0,0,0,0,3941141,5,10.200000000000001
Отличная работа! очень профессиональный и вежливый сотрудник!,0,0,0,0,0,3941162,5,21.5
спасибо оперативно!! ;,0,0,0,0,0,3941255,5,8.0
"быстро сработали, позвонили, сказали, что все хорошо ,ложная тревога",0,0,0,0,0,3941310,5,23.9
быстро и оперативно демонтировали замок,0,0,0,0,0,3941386,5,14.1
Спасибо за оперативную работу !!!,0,0,0,0,0,3941438,5,11.9
"Оперативно, благодарю!",0,0,0,0,0,3941457,5,8.0
Большое спасибо сантехнику!,0,0,0,0,0,3941503,5,9.4
супер-быстро помогли. по телефону помогли все решить. отлично!,0,0,0,0,0,3941548,5,21.5
Лифт снова работает. Заявку исполнили очень быстро,0,0,0,0,0,3941672,5,18.4
Быстро и четко!!!,0,0,0,0,0,3941682,5,6.3999999999999995
"Проблема устранена, достаточно оперативно",0,0,0,0,0,3941762,5,14.5
"Спасибо сотруднику ук Никита, благодаря ему нам нормально помыли этаж, спасибо большое",0,0,0,0,0,3941800,5,30.7
"Вопросов нет, молодцы. Супер оперативно",0,0,0,0,0,3941819,5,14.299999999999999
"всё прошло отлично, заранее позвонил предупредил о приходе, сделал всё быстро, вежливый, разулся хотя я говорил что не нужно у нас пыльно. Спасибо.",0,0,0,0,0,3941927,5,52.4
"Отлично, спасибо большое",0,0,0,0,0,3942001,5,8.5
Спасибо большое!),0,0,0,0,0,3942249,5,6.0
Оперативно мастер подошёл. Все неполадки устранены. Мастер - тактичный молодой человек. Спасибо!,0,0,0,0,0,3942424,5,33.699999999999996
"Оперативно решили вопрос, спасибо.",0,0,0,0,0,3942634,5,12.799999999999999
Скорость супер,0,0,0,0,0,3942812,5,5.000000000000001
Быстро проучила,0,0,0,0,0,3942818,5,5.6000000000000005
Роман и его коллега СУПЕР специалисты 👍🏻👍🏻👍🏻,0,0,0,0,0,3942831,5,15.9
Спасибо большое Мария🤝 👍,0,0,0,0,0,3942841,5,8.5
"Огромное спасибо, за помощь и проделанную Вами работу!",0,0,0,0,0,3942887,5,19.1
Молодцы,0,0,0,0,0,3942907,4,2.5000000000000004
Большое спасибо Ольге - очень помогла и ответила на все вопросы ❤️❤️❤️,0,0,0,0,0,3943072,5,25.200000000000003
выполнена отлично!,0,0,0,0,0,3943196,5,6.2
Спасибо за быстрое реагирование заявки,0,0,0,0,0,3943364,5,13.6
"все работает,спасибо",0,0,0,0,0,3943589,5,6.9
супербыстро. спасибо,0,0,0,0,0,3943607,5,7.2
Огромное спасибо сантехнику Геннадию за качественно оказанную услугу и профессионализм. Приятно иметь дело с такими людьми.,0,0,0,0,0,3943634,5,43.4
спасибо большое!,0,0,0,0,0,3943909,5,5.7
Спасибо! Вопрос решен в сжатые сроки и была предоставлена обратная связь.,0,0,0,0,0,3944008,5,26.3
"спасибо, оперативно",0,0,0,0,0,3944245,5,6.9
спасибо огромное за понимание!,0,0,0,0,0,3944488,5,10.500000000000002
"Оперативно, спасибо",0,0,0,0,0,3944602,5,6.9
"Спасибо за проверку, за обратный звонок и разъяснение",0,0,0,0,0,3944648,5,18.4
"спасибо, но можно убирать регулярно и без заявок",0,0,0,0,0,3944742,5,17.1
Быстро! Оперативно,0,0,0,0,0,3944810,5,6.8
Спасибо большое!!!,0,0,0,0,0,3944852,5,6.3
Оперативно решила проблему),0,0,0,0,0,3944861,5,10.2
Всё быстро и оперативно!,0,0,0,0,0,3944876,5,9.0
"Спасибо большое, всё отлично👍",0,0,0,0,0,3944996,5,10.0
Все быстро и в срок. Спасибо,0,0,0,0,0,3945026,5,10.6
Спасибо Вам большое 🌹,0,0,0,0,0,3945081,5,7.8
Супер специалисты,0,0,0,0,0,3945310,5,6.2
Отлично !,0,0,0,0,0,3945577,5,3.3
"Выполнено быстро, но хотелось бы, чтобы этого не происходило.",0,0,0,0,0,3945582,5,21.400000000000002
спасибо,0,0,0,0,0,3945682,5,2.6
Спасибо большое!,0,0,0,0,0,3945713,5,5.7
"Спасибо большое, все отлично!",0,0,0,0,0,3945720,5,10.200000000000001
"все оперативно, быстро, спасибо!",0,0,0,0,0,3945746,5,11.700000000000001
Очень оперативно!,0,0,0,0,0,3945765,5,6.2
"Спасибо. На удивление, вопрос был решён быстро и оперативно.",0,0,0,0,0,3945794,5,22.2
"Решил ситуацию быстро, спасибо.",0,0,0,0,0,3945901,5,11.6
"Спасибо большое, все выполнено быстро и качественно 😊👍",0,0,0,0,0,3946019,5,19.5
"Спасибо, очень оперативно!",0,0,0,0,0,3946151,5,9.399999999999999
спасибо за оперативность!,0,0,0,0,0,3946215,5,8.9
"да, спасибо,теперь лифт заработал",0,0,0,0,0,3946274,5,11.600000000000001
Специалист прекрасно выполнил работу! Благодарна за отзывчивость. Больше бы таких сотрудников.,0,0,0,0,0,3946414,5,33.400000000000006
супер спасибо,0,0,0,0,0,3946559,5,4.8
быстро решили проблему,0,0,0,0,0,3946690,5,8.7
Очень оперативно справились 👍🏼,0,0,0,0,0,3946716,5,10.700000000000001
Спасибо очень быстро отреагировали,0,0,0,0,0,3946729,5,12.2
"Все сделано оперативно, мастер Воронков Сергей сделал все быстро",0,0,0,0,0,3946768,5,23.4
Очень оперативно решили проблему,0,0,0,0,0,3946799,5,12.100000000000001
"Все хорошо, спасибо",0,0,0,0,0,3946853,5,6.8
"Спасибо Татьяне, всю информацию обновили",0,0,0,0,0,3946934,5,14.100000000000001
спасибо.,0,0,0,0,0,3947149,5,2.9
спасибо за оперативность!!,0,0,0,0,0,3947219,5,9.2
"Очень подробно, большое спасибо за консультацию!",0,0,0,0,0,3947311,5,16.7
Огромное спасибо Сергею,0,0,0,0,0,3947432,5,8.200000000000001
Спасибо что в нашей УК есть такие специалисты. Причина отсутствия электричества была найдена сразу и быстро устранена.,0,0,0,0,0,3947806,5,42.3
Большое спасибо за роботу.,0,0,0,0,0,3947834,5,9.3
Прекрасно выполненная работа. Получил ценную рекомендацию на будущее. Спасибо!,0,0,0,0,0,3947929,5,26.9
быстро отключили пожарную вытяжку,0,0,0,0,0,3947984,5,11.800000000000002
Сделали все быстро и качественно,0,0,0,0,0,3948159,5,12.1
"Быстро приехал мастер , составили акт .",0,0,0,0,0,3948185,5,14.7
"Спасибо, Татьяна!!",0,0,0,0,0,3948217,5,6.3
"супер мега оперативно, спасибо !)",0,0,0,0,0,3948226,5,12.1
Отличная работа мастера. Быстро и качественно,0,0,0,0,0,3948403,5,16.599999999999998
"Большое спасибо за своевременную обратную связь! Всё чётко объяснили,культурно!",0,0,0,0,0,3948418,5,27.2
отличный мастер! большое спасибо за помощь!,0,0,0,0,0,3948436,5,15.500000000000002
Спасибо большое за оперативность и качество!❤,0,0,0,0,0,3948632,5,16.2
"спасибо, что решили свою проблему, а то как то не очень, платишь вовремя, а тебе про долг пишут.",0,0,0,0,0,3948735,5,34.699999999999996
"разобрались, спасибо",0,0,0,0,0,3948738,5,6.9
Спасибо 👍,0,0,0,0,0,3948896,5,3.3999999999999995
"Мастер быстро пришёл, быстро понял в чем проблема и быстро устранил её, в общем всё отлично, спасибо",0,0,0,0,0,3948958,5,36.5
Работа выполнена на отлично! Быстро и качественно! Спасибо большое!,0,0,0,0,0,3949033,5,23.999999999999996
спасибо. молодцы!,0,0,0,0,0,3949214,5,6.0
Спасибо за быстрое и качественное решение вопроса,0,0,0,0,0,3949304,5,18.099999999999998
Все отлично! Специалист пришёл через 30 минут после заявки. Все оперативно починил.,0,0,0,0,0,3949394,5,29.099999999999998
оперативно,0,0,0,0,0,3949543,5,3.7
спасибо огромное. но уборка лифта это временное решение проблеммы. потому что в них гадят систематически. просьба выявить и наказать нарушителей,0,0,0,0,0,3949561,5,50.599999999999994
Мастер - Самый Лучший! Спасибо Вам Огромное за таких сотрудников!!!!,0,0,0,0,0,3949596,5,24.699999999999996
"Спасибо! Так быстро сделали , красивую светодиодную лампу поставили",0,0,0,0,0,3949613,5,23.999999999999996
"оперативно отреагировали на заявку, и устранили.",0,0,0,0,0,3949687,5,17.0
